104
3
Ben Mitch 88.1 2.7 70.8 20.8
Ben Weaspoppy 45.7 46.9 90.9 68.8
Ben Squid 78.7 66.8 88.7 44.0
Ben Stefan 94.7 98.7 99.0 87.6
Ben Chakarayara 28.6 73.2 89.2 73.8
Ben Charles 36.9 73.4 75.6 58.4
Ben Raspberry 22.1 17.9 51.4 66.4
Ben Yonas 17.0 10.9 36.2 2.6
Ben JohnChris 80.9 21.9 49.2 21.0
Ben Malek 40.1 61.8 90.4 82.4
Ben Dan 19.0 85.9 90.4 6.8
Ben Boi 7.7 89.3 98.5 35.8
Ben Gupta 36.3 81.1 99.9 27.1
Ben ChrisJohn 27.7 45.9 83.8 98.2
Ben HelloWorld 32.1 20.9 87.8 25.1
Ben hello 81.1 30.8 69.4 9.0
3
Ben Boi 99.6 56.3 64.4 22.5
Ben Chakarayara 33.2 51.3 65.9 55.0
Ben Gupta 59.5 94.3 99.9 37.8
17
Ben Weaspoppy 30.6 46.0 51.7 12.8
Ben Dan 85.2 74.5 76.9 27.9
Ben Yonas 86.7 14.2 76.2 20.7
Ben ChrisJohn 80.9 17.7 27.3 70.3
Ben hello 16.9 11.8 71.5 30.4
Ben Boi 36.4 33.0 95.1 54.4
Ben Malek 48.5 58.7 84.7 61.3
Ben Stefan 83.5 16.0 25.1 92.9
Ben Binzly 3.7 41.9 71.5 64.5
Ben Charles 9.1 45.3 92.8 62.1
Ben Chakarayara 14.4 1.9 49.9 42.9
Ben Norman 31.2 15.6 54.6 76.7
Ben HelloWorld 91.9 21.3 37.7 19.2
Ben Squid 97.6 85.2 93.9 12.2
Ben Raspberry 36.9 37.1 86.5 54.9
Ben Mitch 79.6 8.6 76.0 4.8
Ben Amel 28.7 15.7 80.3 16.0
1
Ben Norman 52.8 6.7 67.9 69.2
8
Ben Raspberry 94.1 7.2 7.3 87.4
Ben Charles 39.0 99.6 99.8 90.1
Ben Binzly 34.2 20.0 68.9 93.2
Ben hello 27.4 91.9 97.0 21.3
Ben Mitch 5.1 69.3 87.6 52.8
Ben Squid 36.2 69.2 96.2 36.7
Ben Boi 77.6 26.3 75.9 81.4
Ben HelloWorld 2.9 26.9 47.8 26.9
9
Ben Gupta 0.3 77.2 84.6 20.2
Ben Yonas 26.2 33.7 85.9 52.3
Ben Squid 45.8 55.8 77.7 99.6
Ben Raspberry 47.7 1.9 42.6 44.2
Ben Binzly 97.1 96.9 98.1 55.9
Ben ChrisJohn 31.7 83.0 96.1 98.6
Ben Amel 16.1 46.1 62.8 14.6
Ben Malek 16.4 88.8 92.6 37.6
Ben HelloWorld 85.7 95.5 97.5 62.3
17
Ben Dan 20.9 65.7 88.3 52.9
Ben Stefan 29.2 28.8 91.5 94.8
Ben Amel 56.5 44.8 73.7 79.6
Ben Squid 80.2 1.5 92.2 69.4
Ben hello 72.4 32.9 70.6 99.7
Ben Mitch 84.3 8.3 75.7 21.9
Ben HelloWorld 67.5 40.7 47.4 34.3
Ben Yonas 17.8 61.4 93.7 25.2
Ben Chakarayara 0.4 3.2 51.5 88.3
Ben JohnChris 85.4 49.6 84.6 65.7
Ben Malek 50.0 9.5 29.6 73.4
Ben Binzly 76.1 0.7 31.2 46.4
Ben ChrisJohn 92.6 87.8 91.2 81.2
Ben Armstrong 90.1 37.6 97.5 36.2
Ben Raspberry 34.4 5.4 53.2 34.0
Ben Weaspoppy 99.4 1.0 46.9 36.2
Ben Norman 8.4 98.7 99.4 90.3
20
Ben Stefan 88.9 14.9 60.4 6.2
Ben JohnChris 36.6 56.5 70.1 13.4
Ben Amel 83.2 53.9 80.5 71.5
Ben Gupta 26.8 92.9 93.1 76.7
Ben Yonas 57.2 31.3 83.2 58.9
Ben Armstrong 86.9 71.8 86.6 27.5
Ben Chakarayara 93.4 81.3 88.2 35.9
Ben Weaspoppy 37.2 12.6 66.8 31.9
Ben Squid 75.9 5.4 11.4 2.5
Ben Malek 29.0 99.6 99.7 22.1
Ben Norman 10.7 9.1 15.4 25.4
Ben Raspberry 49.0 2.4 62.0 41.0
Ben ChrisJohn 80.2 98.8 98.9 84.4
Ben Charles 29.0 21.7 85.9 53.0
Ben hello 9.5 2.0 86.7 90.0
Ben HelloWorld 40.1 61.7 75.3 46.7
Ben Boi 55.6 98.4 98.4 40.4
Ben Dan 23.9 22.9 52.4 93.6
Ben Mitch 36.7 65.8 72.1 73.2
Ben Binzly 24.8 1.9 42.9 19.9
4
Ben ChrisJohn 74.9 49.7 74.4 72.7
Ben Norman 0.9 5.9 63.5 91.1
Ben Stefan 73.5 51.5 82.8 89.2
Ben Armstrong 38.4 29.7 94.0 40.8
6
Ben hello 70.1 42.9 51.6 35.9
Ben Yonas 50.3 26.0 75.1 86.4
Ben Binzly 31.7 56.3 93.3 15.3
Ben Squid 84.0 72.3 91.5 77.0
Ben Dan 24.9 86.0 89.3 40.7
Ben HelloWorld 66.4 61.1 81.2 7.0
19
Ben Binzly 47.3 64.5 92.0 12.2
Ben Dan 66.2 68.3 92.2 57.8
Ben Amel 17.1 67.9 86.3 27.3
Ben hello 93.9 73.0 92.2 22.6
Ben JohnChris 57.4 76.4 93.8 40.8
Ben HelloWorld 59.8 94.1 98.1 89.3
Ben Chakarayara 61.2 0.8 84.3 95.2
Ben ChrisJohn 22.8 90.5 91.0 74.9
Ben Charles 90.9 90.4 98.1 83.0
Ben Raspberry 76.7 16.6 42.2 5.1
Ben Mitch 77.0 80.2 92.7 19.0
Ben Stefan 84.4 87.6 98.8 2.3
Ben Boi 20.9 96.5 99.8 97.7
Ben Yonas 71.7 45.9 79.8 77.6
Ben Norman 95.9 0.3 66.7 35.9
Ben Malek 95.0 44.1 60.9 18.3
Ben Armstrong 67.0 90.5 94.8 48.6
Ben Squid 10.7 69.3 84.7 69.6
Ben Weaspoppy 41.7 27.2 47.4 9.8
16
Ben Raspberry 7.3 75.2 88.9 46.1
Ben Gupta 99.1 72.1 98.5 70.9
Ben Dan 13.1 82.2 96.0 86.9
Ben Stefan 85.1 45.8 88.1 23.7
Ben Mitch 61.4 56.2 90.9 57.6
Ben Norman 38.6 6.6 66.5 45.9
Ben Weaspoppy 38.2 2.4 12.8 48.6
Ben Amel 4.5 60.2 72.3 19.1
Ben ChrisJohn 52.0 91.0 97.2 27.4
Ben Yonas 64.8 55.1 77.2 79.5
Ben Malek 33.3 55.1 55.7 67.0
Ben Charles 74.7 66.7 87.7 31.8
Ben hello 29.7 92.2 97.9 50.1
Ben HelloWorld 5.1 68.2 86.3 29.8
Ben JohnChris 8.6 17.4 78.1 22.1
Ben Chakarayara 56.8 70.4 73.0 96.5
5
Ben JohnChris 38.3 2.9 27.6 4.6
Ben Charles 68.2 32.0 71.8 24.8
Ben hello 15.5 87.3 95.2 3.7
Ben Stefan 3.2 25.4 79.1 74.9
Ben Weaspoppy 24.3 85.3 95.7 46.8
6
Ben Weaspoppy 72.2 1.6 38.1 28.8
Ben Armstrong 62.1 65.9 74.7 54.6
Ben Yonas 60.9 39.4 54.4 64.7
Ben hello 8.2 34.7 70.6 89.5
Ben Dan 27.5 93.8 96.0 42.2
Ben Stefan 30.4 73.3 76.5 87.6
10
Ben Mitch 99.0 57.1 95.9 90.2
Ben Dan 81.0 49.1 99.4 81.8
Ben Weaspoppy 36.0 74.3 93.3 43.5
Ben Amel 74.3 44.6 96.4 74.4
Ben Armstrong 63.7 97.7 98.8 27.1
Ben ChrisJohn 53.4 84.5 85.9 25.8
Ben Chakarayara 60.0 59.4 94.5 7.6
Ben Norman 5.0 85.9 99.8 31.2
Ben Stefan 17.0 56.7 88.3 2.3
Ben HelloWorld 85.1 51.4 66.5 51.5
13
Ben JohnChris 6.3 32.6 91.2 88.1
Ben hello 67.7 44.1 72.2 92.9
Ben Norman 24.1 45.9 63.8 10.9
Ben Raspberry 73.1 88.5 91.7 65.0
Ben HelloWorld 23.5 98.5 98.8 96.8
Ben Weaspoppy 68.7 18.6 41.9 94.1
Ben Chakarayara 28.0 83.8 87.3 95.7
Ben Mitch 39.8 4.4 52.1 61.0
Ben Boi 40.6 59.8 82.5 19.1
Ben Armstrong 62.5 47.5 62.7 58.1
Ben Stefan 3.0 30.4 52.9 30.8
Ben Malek 90.1 43.5 65.9 2.9
Ben Dan 36.5 72.6 94.8 92.5
7
Ben Yonas 96.0 34.1 84.1 0.6
Ben Weaspoppy 78.4 24.2 43.9 53.2
Ben Armstrong 51.1 56.1 71.4 0.6
Ben Norman 91.5 28.7 48.8 92.0
Ben JohnChris 15.9 45.1 74.6 28.3
Ben hello 53.3 78.5 93.7 7.3
Ben Gupta 70.0 88.2 99.3 32.9
18
Ben Binzly 97.7 73.0 94.3 86.6
Ben Malek 26.3 28.7 48.0 51.5
Ben Yonas 97.6 98.8 99.1 20.8
Ben Stefan 81.6 22.5 85.9 36.6
Ben Norman 59.3 78.2 98.6 55.1
Ben Boi 83.4 58.1 90.2 49.7
Ben Raspberry 43.6 51.5 94.9 13.4
Ben Armstrong 96.4 17.1 23.8 20.3
Ben Squid 15.5 25.3 37.4 80.5
Ben HelloWorld 48.5 90.7 93.9 88.4
Ben ChrisJohn 88.4 77.2 85.5 86.0
Ben JohnChris 70.9 75.9 97.2 84.9
Ben Dan 16.2 87.3 93.1 33.2
Ben Weaspoppy 77.5 13.4 62.0 79.7
Ben Amel 30.6 77.2 91.3 97.1
Ben Gupta 17.5 8.6 90.4 99.6
Ben Chakarayara 61.5 96.2 99.0 89.0
Ben Mitch 69.0 64.7 73.3 96.8
11
Ben Mitch 57.6 35.3 91.6 99.8
Ben Norman 33.0 59.9 88.0 45.8
Ben ChrisJohn 16.5 52.5 53.2 17.6
Ben Weaspoppy 5.4 41.9 55.6 31.3
Ben hello 87.6 94.2 97.9 49.8
Ben Raspberry 55.7 20.5 53.7 87.2
Ben Gupta 55.1 61.8 76.9 88.8
Ben Chakarayara 11.5 88.4 98.0 85.9
Ben Yonas 55.7 61.7 83.7 52.3
Ben Dan 87.4 68.7 98.7 43.6
Ben Stefan 56.5 62.4 64.7 26.7
14
Ben Yonas 41.3 13.4 60.0 30.5
Ben Amel 81.6 30.5 90.0 18.7
Ben ChrisJohn 60.4 93.7 94.5 15.5
Ben Charles 51.4 2.8 12.2 54.0
Ben Dan 67.3 84.4 85.1 5.5
Ben Malek 10.4 4.5 67.5 84.7
Ben Gupta 50.1 94.2 99.0 17.3
Ben Stefan 71.2 22.3 55.1 36.6
Ben Chakarayara 96.9 59.3 94.5 57.8
Ben Squid 77.0 57.8 72.6 86.5
Ben HelloWorld 47.0 62.7 87.6 85.5
Ben Armstrong 1.1 16.9 51.7 57.9
Ben JohnChris 52.9 15.3 44.3 3.2
Ben Boi 42.9 40.1 53.1 12.9
13
Ben Boi 93.0 57.9 81.6 76.4
Ben Dan 67.6 1.2 83.0 29.8
Ben Binzly 51.9 67.3 96.8 81.1
Ben Malek 11.5 16.0 67.1 78.3
Ben Stefan 11.7 87.3 91.1 43.3
Ben Weaspoppy 6.5 29.4 94.3 88.1
Ben Amel 35.2 90.8 90.9 73.4
Ben Armstrong 8.3 50.9 51.5 4.3
Ben Chakarayara 37.1 13.3 46.1 95.8
Ben hello 56.8 85.1 87.7 62.9
Ben Norman 96.6 86.1 89.4 82.8
Ben Mitch 5.3 68.7 87.3 84.4
Ben Gupta 0.9 5.0 25.7 88.0
16
Ben Charles 83.9 19.8 49.4 70.2
Ben Amel 24.5 9.2 18.0 12.8
Ben Binzly 95.8 28.0 96.9 25.8
Ben hello 2.1 38.0 94.5 39.1
Ben Stefan 5.4 67.5 88.5 39.2
Ben Squid 39.7 47.0 82.7 21.1
Ben Norman 12.3 49.3 59.0 19.0
Ben JohnChris 87.7 33.7 90.8 84.0
Ben Mitch 66.1 69.4 90.7 23.5
Ben ChrisJohn 29.9 26.5 34.5 80.1
Ben Raspberry 46.6 81.3 93.8 51.4
Ben Armstrong 65.5 96.7 99.6 28.9
Ben Dan 89.8 83.1 87.9 95.8
Ben Chakarayara 96.5 88.7 89.2 98.4
Ben Boi 22.7 11.2 16.3 39.6
Ben Yonas 94.2 34.7 54.1 5.0
14
Ben Mitch 18.9 31.1 44.6 3.2
Ben Charles 78.0 71.0 80.1 63.0
Ben Yonas 8.8 90.7 94.8 94.9
Ben Squid 51.9 84.5 98.2 58.7
Ben JohnChris 48.2 32.2 87.4 83.1
Ben Gupta 22.4 94.1 99.1 87.4
Ben Norman 85.1 91.2 96.4 14.0
Ben Malek 38.8 40.4 64.0 61.9
Ben Amel 71.3 88.9 97.4 91.1
Ben Armstrong 56.2 99.8 99.9 10.7
Ben Dan 6.6 40.0 93.4 67.0
Ben ChrisJohn 23.7 77.9 81.8 48.8
Ben hello 9.7 24.0 42.3 40.2
Ben Raspberry 77.7 14.4 91.8 74.6
15
Ben hello 59.9 57.5 82.1 67.8
Ben Dan 15.8 35.3 59.4 34.8
Ben Stefan 36.8 24.4 33.3 74.6
Ben Boi 21.1 27.8 76.9 54.4
Ben JohnChris 93.4 10.4 46.0 77.6
Ben Raspberry 99.4 74.6 90.5 94.5
Ben HelloWorld 5.4 94.4 100.0 5.2
Ben Armstrong 68.0 14.8 93.7 73.0
Ben Binzly 37.3 48.0 54.4 4.0
Ben Mitch 61.1 9.1 76.8 87.3
Ben Chakarayara 4.9 51.3 82.4 64.1
Ben Malek 63.1 22.8 24.9 61.9
Ben Charles 80.8 85.1 94.8 12.0
Ben Yonas 25.9 41.2 69.3 42.7
Ben Weaspoppy 97.5 66.5 69.9 80.1
15
Ben Dan 16.3 48.3 82.5 58.8
Ben Binzly 57.9 98.2 99.0 89.4
Ben Norman 38.5 73.5 79.1 91.7
Ben HelloWorld 54.4 46.8 88.9 87.4
Ben Malek 63.9 1.0 80.7 50.6
Ben hello 51.6 52.3 66.3 33.5
Ben Stefan 95.5 5.9 53.0 15.7
Ben Yonas 0.4 44.2 89.5 23.5
Ben Mitch 0.3 37.4 55.3 71.9
Ben Armstrong 48.4 33.3 69.9 49.3
Ben ChrisJohn 31.3 63.6 65.4 23.2
Ben Chakarayara 63.9 93.6 99.6 58.6
Ben Amel 48.0 8.1 36.9 89.4
Ben Boi 41.6 72.1 85.9 23.1
Ben Gupta 23.2 27.8 30.7 61.3
7
Ben JohnChris 85.6 0.2 88.1 23.6
Ben Weaspoppy 88.6 76.7 91.5 86.5
Ben Stefan 27.0 44.2 48.6 36.3
Ben hello 44.0 57.4 76.0 85.2
Ben Amel 73.2 35.3 52.3 4.3
Ben Gupta 67.0 28.5 40.8 98.8
Ben HelloWorld 98.5 98.9 98.9 54.9
20
Ben Chakarayara 51.0 69.4 75.1 81.5
Ben Binzly 78.6 5.6 72.0 82.5
Ben Charles 7.2 81.8 90.5 59.7
Ben Stefan 95.7 88.3 100.0 67.0
Ben hello 40.0 17.2 61.4 42.0
Ben Gupta 34.2 95.9 97.2 57.8
Ben Malek 57.4 26.1 57.1 77.3
Ben Dan 43.4 52.8 97.8 85.0
Ben Mitch 98.6 20.6 84.5 78.2
Ben Yonas 48.0 61.8 72.7 24.6
Ben ChrisJohn 38.0 72.9 80.8 94.4
Ben JohnChris 46.7 42.7 98.4 47.1
Ben Amel 13.2 61.4 99.6 9.5
Ben Armstrong 98.5 48.1 71.5 11.3
Ben Raspberry 22.5 93.1 97.6 84.3
Ben Squid 67.9 79.2 95.8 82.7
Ben HelloWorld 88.3 73.7 94.4 68.7
Ben Boi 28.8 45.4 66.4 57.5
Ben Norman 86.0 52.5 72.1 17.5
Ben Weaspoppy 37.7 21.1 77.5 87.0
19
Ben hello 6.9 75.0 81.6 3.6
Ben Charles 86.3 52.8 54.3 33.7
Ben HelloWorld 49.0 48.0 58.7 70.9
Ben Raspberry 58.4 61.7 85.8 14.8
Ben Weaspoppy 93.3 33.7 48.6 73.0
Ben ChrisJohn 67.1 73.7 99.0 76.5
Ben Gupta 44.0 21.1 46.9 4.7
Ben Yonas 32.4 79.0 80.8 85.5
Ben Stefan 44.9 96.3 99.8 31.5
Ben Chakarayara 82.3 65.8 94.6 57.2
Ben Boi 43.3 80.5 96.0 22.7
Ben Squid 64.9 85.8 86.7 25.1
Ben Malek 93.8 20.2 32.8 66.0
Ben Binzly 56.8 5.1 59.6 20.7
Ben Mitch 78.6 61.7 63.0 37.6
Ben Norman 23.7 24.8 80.4 42.5
Ben Dan 37.3 86.3 91.5 55.9
Ben JohnChris 58.4 70.1 90.1 7.8
Ben Amel 50.3 55.1 95.4 18.8
3
Ben Boi 40.0 10.5 87.5 32.1
Ben Gupta 32.2 90.3 93.4 14.8
Ben Malek 80.7 52.7 61.8 64.5
17
Ben Yonas 5.9 84.6 98.4 44.2
Ben Binzly 40.7 11.4 81.9 35.2
Ben HelloWorld 11.5 48.8 91.3 97.2
Ben Amel 84.1 19.2 90.1 73.5
Ben ChrisJohn 45.9 26.5 88.1 49.5
Ben Malek 27.7 39.1 80.2 91.3
Ben Gupta 75.2 88.1 94.8 11.6
Ben Norman 26.8 86.4 96.6 22.2
Ben Raspberry 38.0 24.1 28.9 46.3
Ben Weaspoppy 88.8 52.4 91.6 11.1
Ben Armstrong 69.2 54.6 62.9 44.9
Ben JohnChris 48.9 50.4 88.4 82.2
Ben Stefan 86.8 9.6 30.0 95.3
Ben Chakarayara 39.3 49.7 55.5 66.4
Ben Mitch 26.6 69.3 79.9 65.4
Ben Squid 24.1 88.8 96.3 16.1
Ben Charles 23.6 57.2 72.4 21.3
19
Ben Norman 6.2 59.2 65.2 41.2
Ben Boi 82.8 70.8 71.8 65.6
Ben Armstrong 6.9 61.4 63.0 4.1
Ben hello 58.3 31.6 79.6 87.0
Ben JohnChris 83.3 8.5 89.8 80.4
Ben Binzly 58.8 34.6 86.2 81.7
Ben Squid 84.0 57.4 67.6 7.5
Ben Raspberry 97.4 56.1 84.1 44.0
Ben Yonas 38.8 20.1 71.1 0.4
Ben Weaspoppy 64.4 76.7 93.3 71.2
Ben Stefan 99.3 16.8 54.1 87.6
Ben ChrisJohn 35.9 61.3 80.0 39.3
Ben Mitch 19.2 92.0 100.0 89.3
Ben Amel 61.1 8.4 35.6 86.1
Ben Chakarayara 78.5 53.4 95.6 36.5
Ben Malek 28.9 70.3 74.8 64.8
Ben Gupta 13.4 60.9 75.3 27.6
Ben Dan 76.6 43.1 95.0 93.0
Ben HelloWorld 27.9 39.4 41.8 43.0
17
Ben Raspberry 93.8 47.9 91.1 62.6
Ben Armstrong 45.7 23.7 25.0 15.6
Ben Malek 18.8 8.9 13.7 54.0
Ben Amel 58.1 78.8 95.1 9.9
Ben Charles 80.3 89.1 91.9 10.5
Ben Stefan 65.1 15.2 62.7 35.6
Ben hello 76.9 61.9 62.4 35.1
Ben Norman 50.9 18.8 53.3 71.8
Ben Mitch 12.1 9.2 24.1 69.5
Ben Gupta 27.7 32.3 41.7 82.8
Ben ChrisJohn 13.8 88.3 96.3 98.9
Ben Weaspoppy 37.0 55.0 75.2 64.2
Ben Chakarayara 78.4 45.9 71.4 60.4
Ben Dan 28.7 15.5 96.8 46.8
Ben Squid 56.7 24.9 33.6 81.5
Ben JohnChris 86.6 46.1 88.5 71.4
Ben Yonas 67.3 23.0 65.8 97.7
2
Ben Weaspoppy 75.0 59.0 70.8 8.8
Ben Squid 32.5 5.4 81.1 71.0
6
Ben HelloWorld 42.0 16.3 49.0 70.6
Ben Squid 50.7 23.9 87.8 4.9
Ben Yonas 98.2 62.6 73.6 69.6
Ben Charles 2.2 48.9 94.2 28.9
Ben Boi 26.1 49.1 88.8 82.0
Ben Weaspoppy 81.2 48.9 86.3 27.0
1
Ben Weaspoppy 12.8 55.4 74.5 41.5
5
Ben Armstrong 99.3 67.2 83.8 10.6
Ben Weaspoppy 84.8 65.2 92.6 67.9
Ben Boi 26.2 74.8 90.8 86.1
Ben Mitch 92.1 10.7 41.8 57.9
Ben Yonas 59.9 29.5 41.1 68.2
11
Ben Malek 25.0 91.1 99.4 57.8
Ben JohnChris 75.2 39.9 97.6 90.3
Ben Yonas 69.2 78.9 89.6 70.4
Ben hello 67.5 31.3 38.4 86.6
Ben Dan 77.4 71.6 72.6 83.3
Ben Gupta 99.4 36.9 57.2 95.7
Ben Squid 68.0 38.8 38.9 83.6
